question_text,document_title,language,annotations,document_plaintext,document_url,question_text_tokenized,document_plaintext_tokenized,label,word_frequency_score,logres_pred,bi_lstm_2b_preds,bi_lstm_3e_preds,logres_pred_bigram
When was the first computer invented?,Computer,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Early computing machines had fixed programs. Changing its function required the re-wiring and re-structuring of the machine.[30] With the proposal of the stored-program computer this changed. A stored-program computer includes by design an instruction set and can store in memory a set of instructions (a program) that details the computation. The theoretical basis for the stored-program computer was laid by Alan Turing in his 1936 paper. In 1945, Turing joined the National Physical Laboratory and began work on developing an electronic stored-program digital computer. His 1945 report ""Proposed Electronic Calculator"" was the first specification for such a device. John von Neumann at the University of Pennsylvania also circulated his First Draft of a Report on the EDVAC in 1945.",https://en.wikipedia.org/wiki/Computer,"['When', 'was', 'the', 'first', 'computer', 'invented', '?']","['Early', 'computing', 'machines', 'had', 'fixed', 'programs.', 'Changing', 'its', 'function', 'required', 'the', 're-wiring', 'and', 're-structuring', 'of', 'the', 'machine.', '[', '30', ']', 'With', 'the', 'proposal', 'of', 'the', 'stored-program', 'computer', 'this', 'changed.', 'A', 'stored-program', 'computer', 'includes', 'by', 'design', 'an', 'instruction', 'set', 'and', 'can', 'store', 'in', 'memory', 'a', 'set', 'of', 'instructions', '(', 'a', 'program', ')', 'that', 'details', 'the', 'computation.', 'The', 'theoretical', 'basis', 'for', 'the', 'stored-program', 'computer', 'was', 'laid', 'by', 'Alan', 'Turing', 'in', 'his', '1936', 'paper.', 'In', '1945', ',', 'Turing', 'joined', 'the', 'National', 'Physical', 'Laboratory', 'and', 'began', 'work', 'on', 'developing', 'an', 'electronic', 'stored-program', 'digital', 'computer.', 'His', '1945', 'report', '``', 'Proposed', 'Electronic', 'Calculator', ""''"", 'was', 'the', 'first', 'specification', 'for', 'such', 'a', 'device.', 'John', 'von', 'Neumann', 'at', 'the', 'University', 'of', 'Pennsylvania', 'also', 'circulated', 'his', 'First', 'Draft', 'of', 'a', 'Report', 'on', 'the', 'EDVAC', 'in', '1945', '.']",0,0.5714285714285714,0,1,0,0
How many jackals still live in Europe?,European jackal,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","In the Netherlands, presence of a single individual was confirmed through a camera trap at the Veluwe in 2016.",https://en.wikipedia.org/wiki/European%20jackal,"['How', 'many', 'jackals', 'still', 'live', 'in', 'Europe', '?']","['In', 'the', 'Netherlands', ',', 'presence', 'of', 'a', 'single', 'individual', 'was', 'confirmed', 'through', 'a', 'camera', 'trap', 'at', 'the', 'Veluwe', 'in', '2016', '.']",0,0.125,0,1,0,0
How long is the Great Wall of China?,Great Wall of China,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","At the edge of the Bohai Gulf is Shanhai Pass, considered the traditional end of the Great Wall and the ""First Pass Under Heaven"". The part of the wall inside Shanhai Pass that meets the sea is named the ""Old Dragon Head"". 3km (2mi) north of Shanhai Pass is Jiaoshan Great Wall (焦山長城), the site of the first mountain of the Great Wall.[54] 15km (9mi) northeast from Shanhaiguan is Jiumenkou (t 九門口, s 九门口, Jiǔménkǒu), which is the only portion of the wall that was built as a bridge. Beyond Jiumenkou, an offshoot known as the Liaodong Wall continues through Liaoning province and terminates at the Hushan Great Wall, in the city of Dandong near the North Korean border.",https://en.wikipedia.org/wiki/Great%20Wall%20of%20China,"['How', 'long', 'is', 'the', 'Great', 'Wall', 'of', 'China', '?']","['At', 'the', 'edge', 'of', 'the', 'Bohai', 'Gulf', 'is', 'Shanhai', 'Pass', ',', 'considered', 'the', 'traditional', 'end', 'of', 'the', 'Great', 'Wall', 'and', 'the', '``', 'First', 'Pass', 'Under', 'Heaven', ""''"", '.', 'The', 'part', 'of', 'the', 'wall', 'inside', 'Shanhai', 'Pass', 'that', 'meets', 'the', 'sea', 'is', 'named', 'the', '``', 'Old', 'Dragon', 'Head', ""''"", '.', '3km', '(', '2mi', ')', 'north', 'of', 'Shanhai', 'Pass', 'is', 'Jiaoshan', 'Great', 'Wall', '(', '焦山長城', ')', ',', 'the', 'site', 'of', 'the', 'first', 'mountain', 'of', 'the', 'Great', 'Wall.', '[', '54', ']', '15km', '(', '9mi', ')', 'northeast', 'from', 'Shanhaiguan', 'is', 'Jiumenkou', '(', 't', '九門口', ',', 's', '九门口', ',', 'Jiǔménkǒu', ')', ',', 'which', 'is', 'the', 'only', 'portion', 'of', 'the', 'wall', 'that', 'was', 'built', 'as', 'a', 'bridge.', 'Beyond', 'Jiumenkou', ',', 'an', 'offshoot', 'known', 'as', 'the', 'Liaodong', 'Wall', 'continues', 'through', 'Liaoning', 'province', 'and', 'terminates', 'at', 'the', 'Hushan', 'Great', 'Wall', ',', 'in', 'the', 'city', 'of', 'Dandong', 'near', 'the', 'North', 'Korean', 'border', '.']",0,0.5555555555555556,1,0,0,1
How long did David Sharp live for?,David Sharp (mountaineer),english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","David Sharp was briefly caught on a camera in the morning on 15 May 2006 during filming of the first season of a television show Everest: Beyond the Limit, which was filmed the same season as his ill-fated expedition.[7] The footage was from the helmet camera of a Himex Sherpa who encountered Sharp, along with one of the Himex group of climbers who included Mark Inglis, during their descent on 15 May 2006, and was attempting to help Sharp along with a Turkish Sherpa.",https://en.wikipedia.org/wiki/David%20Sharp%20%28mountaineer%29,"['How', 'long', 'did', 'David', 'Sharp', 'live', 'for', '?']","['David', 'Sharp', 'was', 'briefly', 'caught', 'on', 'a', 'camera', 'in', 'the', 'morning', 'on', '15', 'May', '2006', 'during', 'filming', 'of', 'the', 'first', 'season', 'of', 'a', 'television', 'show', 'Everest', ':', 'Beyond', 'the', 'Limit', ',', 'which', 'was', 'filmed', 'the', 'same', 'season', 'as', 'his', 'ill-fated', 'expedition.', '[', '7', ']', 'The', 'footage', 'was', 'from', 'the', 'helmet', 'camera', 'of', 'a', 'Himex', 'Sherpa', 'who', 'encountered', 'Sharp', ',', 'along', 'with', 'one', 'of', 'the', 'Himex', 'group', 'of', 'climbers', 'who', 'included', 'Mark', 'Inglis', ',', 'during', 'their', 'descent', 'on', '15', 'May', '2006', ',', 'and', 'was', 'attempting', 'to', 'help', 'Sharp', 'along', 'with', 'a', 'Turkish', 'Sherpa', '.']",0,0.25,1,0,0,0
What is a syllable nucleus?,Syllable,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","A word that consists of a single syllable (like English dog) is called a monosyllable (and is said to be monosyllabic). Similar terms include disyllable (and disyllabic; also bisyllable and bisyllabic) for a word of two syllables; trisyllable (and trisyllabic) for a word of three syllables; and polysyllable (and polysyllabic), which may refer either to a word of more than three syllables or to any word of more than one syllable.",https://en.wikipedia.org/wiki/Syllable,"['What', 'is', 'a', 'syllable', 'nucleus', '?']","['A', 'word', 'that', 'consists', 'of', 'a', 'single', 'syllable', '(', 'like', 'English', 'dog', ')', 'is', 'called', 'a', 'monosyllable', '(', 'and', 'is', 'said', 'to', 'be', 'monosyllabic', ')', '.', 'Similar', 'terms', 'include', 'disyllable', '(', 'and', 'disyllabic', ';', 'also', 'bisyllable', 'and', 'bisyllabic', ')', 'for', 'a', 'word', 'of', 'two', 'syllables', ';', 'trisyllable', '(', 'and', 'trisyllabic', ')', 'for', 'a', 'word', 'of', 'three', 'syllables', ';', 'and', 'polysyllable', '(', 'and', 'polysyllabic', ')', ',', 'which', 'may', 'refer', 'either', 'to', 'a', 'word', 'of', 'more', 'than', 'three', 'syllables', 'or', 'to', 'any', 'word', 'of', 'more', 'than', 'one', 'syllable', '.']",0,0.5,1,0,0,1
What families were central during The War of the Roses?,Wars of the Roses,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Anne de Mortimer had died in 1411. When her brother Edmund Mortimer, 5th Earl of March, who had loyally supported Henry, died childless in 1425, the title and extensive estates of the Earldom of March and the Mortimer claim to the throne thus passed to Anne's descendants.",https://en.wikipedia.org/wiki/Wars%20of%20the%20Roses,"['What', 'families', 'were', 'central', 'during', 'The', 'War', 'of', 'the', 'Roses', '?']","['Anne', 'de', 'Mortimer', 'had', 'died', 'in', '1411.', 'When', 'her', 'brother', 'Edmund', 'Mortimer', ',', '5th', 'Earl', 'of', 'March', ',', 'who', 'had', 'loyally', 'supported', 'Henry', ',', 'died', 'childless', 'in', '1425', ',', 'the', 'title', 'and', 'extensive', 'estates', 'of', 'the', 'Earldom', 'of', 'March', 'and', 'the', 'Mortimer', 'claim', 'to', 'the', 'throne', 'thus', 'passed', 'to', 'Anne', ""'s"", 'descendants', '.']",0,0.18181818181818182,0,1,0,0
Where did the Meiji Restoration take place?,Meiji Restoration,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",,https://en.wikipedia.org/wiki/Meiji%20Restoration,"['Where', 'did', 'the', 'Meiji', 'Restoration', 'take', 'place', '?']",[],0,0.0,0,1,1,0
When did the Byzantine Empire begin?,Byzantine Empire,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Manuel's death on 24 September 1180 left his 11-year-old son Alexios II Komnenos on the throne. Alexios was highly incompetent in the office, and with his mother Maria of Antioch's  Frankish background, made his regency unpopular.[146] Eventually, Andronikos I Komnenos, a grandson of Alexios I, launched a revolt against his younger relative and managed to overthrow him in a violent coup d'état.[147] Utilizing his good looks and his immense popularity with the army, he marched on to Constantinople in August 1182 and incited a massacre of the Latins.[147] After eliminating his potential rivals, he had himself crowned as co-emperor in September 1183. He eliminated Alexios II, and took his 12-year-old wife Agnes of France for himself.",https://en.wikipedia.org/wiki/Byzantine%20Empire,"['When', 'did', 'the', 'Byzantine', 'Empire', 'begin', '?']","['Manuel', ""'s"", 'death', 'on', '24', 'September', '1180', 'left', 'his', '11-year-old', 'son', 'Alexios', 'II', 'Komnenos', 'on', 'the', 'throne.', 'Alexios', 'was', 'highly', 'incompetent', 'in', 'the', 'office', ',', 'and', 'with', 'his', 'mother', 'Maria', 'of', 'Antioch', ""'s"", 'Frankish', 'background', ',', 'made', 'his', 'regency', 'unpopular.', '[', '146', ']', 'Eventually', ',', 'Andronikos', 'I', 'Komnenos', ',', 'a', 'grandson', 'of', 'Alexios', 'I', ',', 'launched', 'a', 'revolt', 'against', 'his', 'younger', 'relative', 'and', 'managed', 'to', 'overthrow', 'him', 'in', 'a', 'violent', 'coup', ""d'état."", '[', '147', ']', 'Utilizing', 'his', 'good', 'looks', 'and', 'his', 'immense', 'popularity', 'with', 'the', 'army', ',', 'he', 'marched', 'on', 'to', 'Constantinople', 'in', 'August', '1182', 'and', 'incited', 'a', 'massacre', 'of', 'the', 'Latins.', '[', '147', ']', 'After', 'eliminating', 'his', 'potential', 'rivals', ',', 'he', 'had', 'himself', 'crowned', 'as', 'co-emperor', 'in', 'September', '1183.', 'He', 'eliminated', 'Alexios', 'II', ',', 'and', 'took', 'his', '12-year-old', 'wife', 'Agnes', 'of', 'France', 'for', 'himself', '.']",0,0.14285714285714285,1,1,0,0
How many died building the Eiffel Tower?,Eiffel Tower,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","The imposition of copyright has been controversial. The Director of Documentation for what was then called the Société Nouvelle d'exploitation de la Tour Eiffel (SNTE), Stéphane Dieu, commented in 2005: ""It is really just a way to manage commercial use of the image, so that it isn't used in ways [of which] we don't approve"".[90] SNTE made over €1million from copyright fees in 2002.[91] However, it could also be used to restrict the publication of tourist photographs of the tower at night, as well as hindering non-profit and semi-commercial publication of images of the illuminated tower.",https://en.wikipedia.org/wiki/Eiffel%20Tower,"['How', 'many', 'died', 'building', 'the', 'Eiffel', 'Tower', '?']","['The', 'imposition', 'of', 'copyright', 'has', 'been', 'controversial.', 'The', 'Director', 'of', 'Documentation', 'for', 'what', 'was', 'then', 'called', 'the', 'Société', 'Nouvelle', ""d'exploitation"", 'de', 'la', 'Tour', 'Eiffel', '(', 'SNTE', ')', ',', 'Stéphane', 'Dieu', ',', 'commented', 'in', '2005', ':', '``', 'It', 'is', 'really', 'just', 'a', 'way', 'to', 'manage', 'commercial', 'use', 'of', 'the', 'image', ',', 'so', 'that', 'it', 'is', ""n't"", 'used', 'in', 'ways', '[', 'of', 'which', ']', 'we', 'do', ""n't"", 'approve', ""''"", '.', '[', '90', ']', 'SNTE', 'made', 'over', '€1million', 'from', 'copyright', 'fees', 'in', '2002.', '[', '91', ']', 'However', ',', 'it', 'could', 'also', 'be', 'used', 'to', 'restrict', 'the', 'publication', 'of', 'tourist', 'photographs', 'of', 'the', 'tower', 'at', 'night', ',', 'as', 'well', 'as', 'hindering', 'non-profit', 'and', 'semi-commercial', 'publication', 'of', 'images', 'of', 'the', 'illuminated', 'tower', '.']",0,0.25,0,0,0,0
What was the first anime series created by Katsura Hoshino?,Katsura Hoshino,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","In 2013, she was the original character designer for Valvrave the Liberator by Sunrise, making it her first original work on an anime as well as her first new work since D.Gray-man.[46] Additionally, D.Gray-man resumed serialization in July 17, 2015 in Shueisha's quarterly magazine, Jump Square Crown.",https://en.wikipedia.org/wiki/Katsura%20Hoshino,"['What', 'was', 'the', 'first', 'anime', 'series', 'created', 'by', 'Katsura', 'Hoshino', '?']","['In', '2013', ',', 'she', 'was', 'the', 'original', 'character', 'designer', 'for', 'Valvrave', 'the', 'Liberator', 'by', 'Sunrise', ',', 'making', 'it', 'her', 'first', 'original', 'work', 'on', 'an', 'anime', 'as', 'well', 'as', 'her', 'first', 'new', 'work', 'since', 'D.Gray-man.', '[', '46', ']', 'Additionally', ',', 'D.Gray-man', 'resumed', 'serialization', 'in', 'July', '17', ',', '2015', 'in', 'Shueisha', ""'s"", 'quarterly', 'magazine', ',', 'Jump', 'Square', 'Crown', '.']",0,0.45454545454545453,1,0,1,1
How big can a black wildebeest get?,Wildebeest,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Wildebeest do not form permanent pair bonds and during the mating season, or rut, the males establish temporary territories and try to attract females into them. These small territories are about 3000 m2, with up to 300 territories per km2. The males defend these territories from other males while competing for females that are coming into oestrus. The males use grunts and distinctive behaviour to entice females into their territories. Wildebeest usually breed at the end of the rainy season when the animals are well fed and at their peak of fitness.[25] This usually occurs between May and July, and birthing usually takes place between January and March, at the start of the wet season. Wildebeest females breed seasonally and ovulate spontaneously.",https://en.wikipedia.org/wiki/Wildebeest,"['How', 'big', 'can', 'a', 'black', 'wildebeest', 'get', '?']","['Wildebeest', 'do', 'not', 'form', 'permanent', 'pair', 'bonds', 'and', 'during', 'the', 'mating', 'season', ',', 'or', 'rut', ',', 'the', 'males', 'establish', 'temporary', 'territories', 'and', 'try', 'to', 'attract', 'females', 'into', 'them.', 'These', 'small', 'territories', 'are', 'about', '3000', 'm2', ',', 'with', 'up', 'to', '300', 'territories', 'per', 'km2.', 'The', 'males', 'defend', 'these', 'territories', 'from', 'other', 'males', 'while', 'competing', 'for', 'females', 'that', 'are', 'coming', 'into', 'oestrus.', 'The', 'males', 'use', 'grunts', 'and', 'distinctive', 'behaviour', 'to', 'entice', 'females', 'into', 'their', 'territories.', 'Wildebeest', 'usually', 'breed', 'at', 'the', 'end', 'of', 'the', 'rainy', 'season', 'when', 'the', 'animals', 'are', 'well', 'fed', 'and', 'at', 'their', 'peak', 'of', 'fitness.', '[', '25', ']', 'This', 'usually', 'occurs', 'between', 'May', 'and', 'July', ',', 'and', 'birthing', 'usually', 'takes', 'place', 'between', 'January', 'and', 'March', ',', 'at', 'the', 'start', 'of', 'the', 'wet', 'season.', 'Wildebeest', 'females', 'breed', 'seasonally', 'and', 'ovulate', 'spontaneously', '.']",0,0.0,0,0,0,1
